"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
"francocartafina11","author::francocartafina11","francocartafina11","PP",1,48979.1911589008,837,"author",0
"frangaofederal","author::frangaofederal","frangaofederal","MDB",-1,22533,19,"author",0
"fredcostadeputado","author::fredcostadeputado","fredcostadeputado","PATRIOTA",1,52039.7272727273,1144,"author",0
"freianastaciopt","author::freianastaciopt","freianastaciopt","PT",0,15696.2151502504,4792,"author",0
"freixo.marcelo","author::freixo.marcelo","freixo.marcelo","PSB",0,977442.58338492,8078,"author",0
"gelsonazevedorj","author::gelsonazevedorj","gelsonazevedorj","NotApplicable",-1,44453.1730120482,2075,"author",0
"generalgirao","author::generalgirao","generalgirao","PL",1,35569.712491277,4299,"author",69
"generalpeternelli","author::generalpeternelli","generalpeternelli","UNIAO",1,118321.22716895,2628,"author",0
"geninhozuliani","author::geninhozuliani","geninhozuliani","UNIAO",0,0,1212,"author",0
"geninhozuliani.pag","author::geninhozuliani.pag","geninhozuliani.pag","NotApplicable",-1,115566.585048011,1458,"author",0
"geovaniadesaa","author::geovaniadesaa","geovaniadesaa","PSDB",1,70187.062283737,1445,"author",0
"gervasiomaiapb","author::gervasiomaiapb","gervasiomaiapb","PSB",0,23948.2125706215,1416,"author",0
"gilbertoabramo","author::gilbertoabramo","gilbertoabramo","REPUBLICANOS",1,46974.3499591169,1223,"author",0
"gilson.marques.novo","author::gilson.marques.novo","gilson.marques.novo","NOVO",1,46958.8638542665,1043,"author",4
"giovanifeltes1","author::giovanifeltes1","giovanifeltes1","MDB",1,35212.9877750611,409,"author",0
"glauber.braga1","author::glauber.braga1","glauber.braga1","PSOL",0,368536.029553679,3317,"author",0
"glaustindafokus","author::glaustindafokus","glaustindafokus","PSC",1,22972.1002554278,1566,"author",2
"gleisi.hoffmann","author::gleisi.hoffmann","gleisi.hoffmann","PT",0,1498479.65669623,13306,"author",0
"greyce.elias","author::greyce.elias","greyce.elias","AVANTE",1,41812.5114379085,612,"author",2
"guilhermederrite","author::guilhermederrite","guilhermederrite","PL",1,2412272.16709184,5488,"author",2
"guimaraes13pt","author::guimaraes13pt","guimaraes13pt","PT",0,245300.854216867,11937,"author",0
"gustavofruet","author::gustavofruet","gustavofruet","PDT",0,125830.196002579,1551,"author",0
"gustinhoribeiro","author::gustinhoribeiro","gustinhoribeiro","REPUBLICANOS",0,15925.7643979058,191,"author",0
"gutembergreisoficial","author::gutembergreisoficial","gutembergreisoficial","MDB",1,54853.3078014184,2820,"author",0
"heitorschuchoficial","author::heitorschuchoficial","heitorschuchoficial","PSB",1,34305.0397946085,779,"author",0
"helder.salomao.1350","author::helder.salomao.1350","helder.salomao.1350","PT",0,49702.0515707534,7195,"author",0
"helioleitepa","author::helioleitepa","helioleitepa","UNIAO",1,20660.0865853659,820,"author",0
"herciliocoelhodinizoficial","author::herciliocoelhodinizoficial","herciliocoelhodinizoficial","MDB",1,62192.2403598972,778,"author",0
"herculanopassos","author::herculanopassos","herculanopassos","REPUBLICANOS",-1,130275.223646724,703,"author",0
"hugolealdeputadofederal","author::hugolealdeputadofederal","hugolealdeputadofederal","PSD",1,58649.6194581281,2436,"author",0
"hugomottapb","author::hugomottapb","hugomottapb","REPUBLICANOS",-1,46115.6892230576,1197,"author",0
"hydrorevivellc","author::hydrorevivellc","hydrorevivellc","PSD",0,46354.5942156004,1141,"author",0
"idilvanoficial","author::idilvanoficial","idilvanoficial","PDT",0,14997.4603580563,1173,"author",0
"institutoluizflaviogomes","author::institutoluizflaviogomes","institutoluizflaviogomes","PSB",-1,397254.393258427,712,"author",0
"iracemaportella","author::iracemaportella","iracemaportella","PP",1,74755.5110909914,2209,"author",0
"ivanvalentepsol","author::ivanvalentepsol","ivanvalentepsol","PSOL",0,545717.005604858,8564,"author",0
"jandirafeghalioficial","author::jandirafeghalioficial","jandirafeghalioficial","PCdoB",0,1236880.55487305,9768,"author",0
"jaquelinecassoloficial","author::jaquelinecassoloficial","jaquelinecassoloficial","PP",1,29111.839314845,1226,"author",5
"jean.wyllys","author::jean.wyllys","jean.wyllys","NotApplicable",-1,1218270.78604651,647,"author",0
"jfmargarida","author::jfmargarida","jfmargarida","PT",-1,177195.408233936,5198,"author",0
"jhc","author::jhc","jhc","PSB",-1,77131.5177304965,1551,"author",0
"joaobacelaroficial","author::joaobacelaroficial","joaobacelaroficial","NotApplicable",-1,19996.6233766234,77,"author",0
"joaocampospsb","author::joaocampospsb","joaocampospsb","NotApplicable",-1,98355.3913555992,2545,"author",0
"joaocarlosgurgel","author::joaocarlosgurgel","joaocarlosgurgel","PL",1,186976.273460246,4466,"author",13
"joaoromaneto","author::joaoromaneto","joaoromaneto","NotApplicable",-1,35915.5124069479,1612,"author",0
"joaquimpassarinhooficial","author::joaquimpassarinhooficial","joaquimpassarinhooficial","PL",1,26579.4533678756,1158,"author",2
"joicehasselmann","author::joicehasselmann","joicehasselmann","PSDB",0,2257137.33610485,7096,"author",0
"jorgebrazoficial","author::jorgebrazoficial","jorgebrazoficial","REPUBLICANOS",1,22838.139679255,1933,"author",4
"joseairtoncirilo","author::joseairtoncirilo","joseairtoncirilo","PT",0,32576.791520809,2571,"author",0
"joseharoldocathedral","author::joseharoldocathedral","joseharoldocathedral","PSD",1,3027.47058823529,256,"author",0
"josemedeirosmt","author::josemedeirosmt","josemedeirosmt","PL",1,367941.492159603,6441,"author",0
"joseneltooficial","author::joseneltooficial","joseneltooficial","PP",0,31781.3977167541,3241,"author",0
"josiasgomespt","author::josiasgomespt","josiasgomespt","NotApplicable",-1,16132.9751308901,4584,"author",0
"jrbozzella","author::jrbozzella","jrbozzella","PSL",0,24156.3823246878,2245,"author",0
"juarezcostamt","author::juarezcostamt","juarezcostamt","MDB",1,12642.9569034318,1253,"author",3
"julianlemospb","author::julianlemospb","julianlemospb","UNIAO",1,51984.5646731572,1438,"author",1
"juninhodopneu01","author::juninhodopneu01","juninhodopneu01","UNIAO",-1,42642.4722719141,1118,"author",0
"juniorferrarideputado","author::juniorferrarideputado","juniorferrarideputado","PSD",1,22835.5290055249,724,"author",0
"juniorlourencobonfim","author::juniorlourencobonfim","juniorlourencobonfim","PL",0,2029.47169811321,61,"author",0
"juniormanodep","author::juniormanodep","juniormanodep","PL",0,17905.4886877828,663,"author",0
"kimkataguiri","author::kimkataguiri","kimkataguiri","UNIAO",0,1706804.47795748,15338,"author",0
"lafayetteandrada","author::lafayetteandrada","lafayetteandrada","REPUBLICANOS",1,50344.6087516088,777,"author",2
"leandreoficial","author::leandreoficial","leandreoficial","PSD",1,40471.2946817786,1147,"author",0
"leitesidney","author::leitesidney","leitesidney","PSD",0,64003.8092986604,1269,"author",0
"leomoraes.19","author::leomoraes.19","leomoraes.19","PODEMOS",1,88572.4017687934,1583,"author",0
"leomottafederal","author::leomottafederal","leomottafederal","REPUBLICANOS",1,56697.8859566447,1061,"author",3
"leonidascristinooficial","author::leonidascristinooficial","leonidascristinooficial","PDT",0,18861.4272363151,1498,"author",0
"leurlomantojr","author::leurlomantojr","leurlomantojr","UNIAO",1,24278.2497187852,890,"author",2
"lidicedamata","author::lidicedamata","lidicedamata","PSB",0,93383.2502682403,3728,"author",0
"lizianebayer","author::lizianebayer","lizianebayer","REPUBLICANOS",1,45131.1806880601,3459,"author",0
"loestertrutisdep","author::loestertrutisdep","loestertrutisdep","PL",1,49558.5297959184,1226,"author",12
"lpbragancabr","author::lpbragancabr","lpbragancabr","PL",1,598702.588235294,1974,"author",28
"lucasredecker","author::lucasredecker","lucasredecker","PSDB",1,54734.7245927075,1292,"author",0
"lucasvergiliogo","author::lucasvergiliogo","lucasvergiliogo","SOLIDARIEDADE",0,39387.3450704225,284,"author",0
"lucasvgonzalez","author::lucasvgonzalez","lucasvgonzalez","NOVO",1,49689.555075594,463,"author",0
"luismirandausa","author::luismirandausa","luismirandausa","REPUBLICANOS",0,3077148.18104496,823,"author",0
"luistibeoficial","author::luistibeoficial","luistibeoficial","AVANTE",0,45075.4307036247,469,"author",0
"luiz.caetanoba","author::luiz.caetanoba","luiz.caetanoba","PT",-1,58726.0909090909,1320,"author",0
"luizaerundina","author::luizaerundina","luizaerundina","PSOL",0,391692.997432826,5843,"author",0
"luizaogoulartpr","author::luizaogoulartpr","luizaogoulartpr","SOLIDARIEDADE",0,47834.6013986014,1716,"author",0
"luizcarlosjr45","author::luizcarlosjr45","luizcarlosjr45","PSDB",-1,14512.8299319728,294,"author",0
"luiziannelinspt","author::luiziannelinspt","luiziannelinspt","PT",0,121721.1875,2976,"author",0
"magdamofatto.goias","author::magdamofatto.goias","magdamofatto.goias","PL",1,111132.816521048,1259,"author",0
"majorfabiana","author::majorfabiana","majorfabiana","PL",1,32698.2981407703,1506,"author",9
"marabocaabertaparana","author::marabocaabertaparana","marabocaabertaparana","PROS",1,346046.154477102,1463,"author",2
"marceloalvaroantonio","author::marceloalvaroantonio","marceloalvaroantonio","PL",-1,69456.2879841112,1007,"author",0
"marceloaro","author::marceloaro","marceloaro","PP",0,67439.4084919473,683,"author",0
"marcelonilodep","author::marcelonilodep","marcelonilodep","REPUBLICANOS",0,88283.4657070279,1181,"author",0
"marceloramosam","author::marceloramosam","marceloramosam","PSD",0,81292.749068323,2415,"author",0
"marcelvh","author::marcelvh","marcelvh","NOVO",1,617664.163808664,2216,"author",12
"marcioalvino","author::marcioalvino","marcioalvino","PL",0,132191.892776011,2201,"author",0
"marciojerry","author::marciojerry","marciojerry","PCdoB",-1,27194.5317994762,5346,"author",0
"marco.bertaiolli","author::marco.bertaiolli","marco.bertaiolli","PSD",0,130728.787160494,2025,"author",0
"marcosaureliosampaio","author::marcosaureliosampaio","marcosaureliosampaio","PSDB",0,10271.1107594937,316,"author",0
"marcospereira1010","author::marcospereira1010","marcospereira1010","REPUBLICANOS",1,416729.849127182,1604,"author",0
"margaretecoelho.castro","author::margaretecoelho.castro","margaretecoelho.castro","PP",0,21933.1418242492,1798,"author",0
"marianacarvalho.ro","author::marianacarvalho.ro","marianacarvalho.ro","REPUBLICANOS",1,78018.9398865784,2645,"author",1
"mariarosas.oficial","author::mariarosas.oficial","mariarosas.oficial","REPUBLICANOS",1,106153.295384615,1625,"author",0
"mario.negromontejunior","author::mario.negromontejunior","mario.negromontejunior","PP",0,28092.8718309859,1420,"author",0
"marlonsantospolitico","author::marlonsantospolitico","marlonsantospolitico","PL",1,177891.893371758,347,"author",0
"marxbeltrao","author::marxbeltrao","marxbeltrao","PP",1,175736.392484342,1437,"author",0
"mauriciobacelaroficial","author::mauriciobacelaroficial","mauriciobacelaroficial","PV",0,16062.8,465,"author",0
"maurobenevidesf","author::maurobenevidesf","maurobenevidesf","PDT",-1,62956.6976076555,1045,"author",0
"miguellombardi.deputadofederal","author::miguellombardi.deputadofederal","miguellombardi.deputadofederal","PL",1,116901.024366472,1026,"author",0
"miltonvieiraoficial","author::miltonvieiraoficial","miltonvieiraoficial","REPUBLICANOS",-1,137886.559276018,2210,"author",0
"molonrj","author::molonrj","molonrj","PSB",0,357334.638924787,3869,"author",0
"mosesrodriguesoficial","author::mosesrodriguesoficial","mosesrodriguesoficial","UNIAO",1,36222.8294117647,1020,"author",0
"mottadoscomerciarios","author::mottadoscomerciarios","mottadoscomerciarios","PL",0,101167.32160804,597,"author",0
"nataliabonavides","author::nataliabonavides","nataliabonavides","PT",0,56610.6283868278,4798,"author",0
"nelsonpelegrino","author::nelsonpelegrino","nelsonpelegrino","NotApplicable",-1,123885.678462211,2289,"author",0
"nereucrispim","author::nereucrispim","nereucrispim","PSD",0,76971.1117464856,4197,"author",0
"nerigelleroficial","author::nerigelleroficial","nerigelleroficial","PP",1,15238.1169451074,419,"author",0
"niltotattosp","author::niltotattosp","niltotattosp","PT",0,115129.807254197,6672,"author",0
"nishimoriluiz","author::nishimoriluiz","nishimoriluiz","PSD",1,39606.8336221837,577,"author",1
"odaircunhamg","author::odaircunhamg","odaircunhamg","PT",0,70382.136748689,2479,"author",0
"oficialigortimo","author::oficialigortimo","oficialigortimo","PODEMOS",-1,58375.4037558685,1704,"author",0
"oficialluizlima","author::oficialluizlima","oficialluizlima","PL",1,94124.3712910986,2494,"author",20
"oficialraimundocosta","author::oficialraimundocosta","oficialraimundocosta","PODEMOS",0,4388.609375,1367,"author",0
"olivalmarquesoficial","author::olivalmarquesoficial","olivalmarquesoficial","MDB",1,23811.6996644295,596,"author",0
"onelsonbarbudo","author::onelsonbarbudo","onelsonbarbudo","PL",1,223083.444444444,1962,"author",43
"onyx.lorenzoni","author::onyx.lorenzoni","onyx.lorenzoni","NotApplicable",-1,341761.528023599,339,"author",0
"orlandosilvasp","author::orlandosilvasp","orlandosilvasp","PCdoB",0,136443.931692171,4510,"author",0
"osiresdamaso","author::osiresdamaso","osiresdamaso","PSC",1,16224.0132588974,1433,"author",0
"ossesio.silva","author::ossesio.silva","ossesio.silva","REPUBLICANOS",1,44122.8088235294,2584,"author",0
"otonideputadofederal","author::otonideputadofederal","otonideputadofederal","MDB",1,686709.123779773,5122,"author",0
"ottacinascimento","author::ottacinascimento","ottacinascimento","SOLIDARIEDADE",1,5528.07254464286,931,"author",3
"ottoalencaroficial","author::ottoalencaroficial","ottoalencaroficial","PSD",0,57842.5645342312,891,"author",0
"padilhando","author::padilhando","padilhando","PT",0,161429.031062124,3992,"author",0
"padrejoao","author::padrejoao","padrejoao","PT",0,120812.387683406,4839,"author",0
"pastorabiliosantana","author::pastorabiliosantana","pastorabiliosantana","PSC",-1,103656.6,11,"author",0
"pastorisidoriofilho","author::pastorisidoriofilho","pastorisidoriofilho","AVANTE",-1,74104.8731836196,1515,"author",0
"pastormarcofeliciano","author::pastormarcofeliciano","pastormarcofeliciano","PL",1,4351830.09521045,6891,"author",0
"pastorstefanoaguiar","author::pastorstefanoaguiar","pastorstefanoaguiar","PSD",1,53548.9940711462,506,"author",0
"patrusananias13","author::patrusananias13","patrusananias13","PT",0,81222.8677144728,3054,"author",0
"paulabelmonteoficial","author::paulabelmonteoficial","paulabelmonteoficial","CIDADANIA",1,236300.234661355,2510,"author",7
"paulaodopt","author::paulaodopt","paulaodopt","PT",0,26774.1093463653,3274,"author",0
"pauloazi","author::pauloazi","pauloazi","UNIAO",-1,25421.5921787709,358,"author",0
"pauloeduardooficial","author::pauloeduardooficial","pauloeduardooficial","PL",1,608589.777338007,8844,"author",0
"paulofoletto","author::paulofoletto","paulofoletto","NotApplicable",-1,40248.5347119646,677,"author",0
"pauloganime","author::pauloganime","pauloganime","NOVO",1,68893.7889469104,2298,"author",7
"pauloguedesmg","author::pauloguedesmg","pauloguedesmg","PT",0,63656.3837876614,1394,"author",0
"pauloramosrio","author::pauloramosrio","pauloramosrio","PDT",0,69205.5638412017,1866,"author",0
"pauloteixeira13","author::pauloteixeira13","pauloteixeira13","PT",0,302945.615835141,9220,"author",0
"pedrobezerradep","author::pedrobezerradep","pedrobezerradep","PDT",0,16221.5841836735,784,"author",0
"pedrocloficial","author::pedrocloficial","pedrocloficial","PSDB",0,89070.3548387097,124,"author",0
"pedrolucasfernandesdeputadofederal","author::pedrolucasfernandesdeputadofederal","pedrolucasfernandesdeputadofederal","UNIAO",0,30374.8994708995,378,"author",0
"pedrouczai","author::pedrouczai","pedrouczai","PT",0,122414.187373004,6890,"author",0
"pedrowestphalen11","author::pedrowestphalen11","pedrowestphalen11","PP",-1,43501.0742857143,701,"author",0
"perpetuaalmeida.acre","author::perpetuaalmeida.acre","perpetuaalmeida.acre","NotApplicable",-1,66124.6251390434,1798,"author",0
"pimenta13br","author::pimenta13br","pimenta13br","PT",0,501453.56267561,11033,"author",0
"pinheirinhomg","author::pinheirinhomg","pinheirinhomg","PP",-1,21483.8735632184,435,"author",0
"policialkatiasastre","author::policialkatiasastre","policialkatiasastre","PL",1,127391.126681982,3047,"author",3
"politicoeliasvaz","author::politicoeliasvaz","politicoeliasvaz","PSB",0,64657.2948994253,2955,"author",0
"pompeodemattospdt","author::pompeodemattospdt","pompeodemattospdt","PDT",1,277341.141868512,3179,"author",9
"priante1555","author::priante1555","priante1555","MDB",0,46168.6780561883,1317,"author",0
"profdorinha","author::profdorinha","profdorinha","UNIAO",0,21031.3929577465,1420,"author",0
"professoradayanepimentel","author::professoradayanepimentel","professoradayanepimentel","UNIAO",0,230399.616393443,1221,"author",0
